ContextID	ParticleVerb	Base	Particle	Avg	Std	Context
NCTTI-0190	eye candy	eye	candy	0.7100	1.5133	"web . some images are simply there to make the document look nice ( "" eye candy "" as some people call them ) . some images may not be essential to"
NCTTI-0191	face value	face	value	1.0000	1.5133	a total of 145 , 000 coins , and you ' ve got a tonne . on their face value , those coins are worth just ¬£ 2 , 900 . but taking them to a scrap
NCTTI-0192	face value	face	value	1.2700	1.5133	that is a part of this world - view . nothing comes from nothing . taken at face value this statement , whether or not it is seen as such , is a paradoxical
NCTTI-0193	face value	face	value	1.5000	1.5133	should be returned by the official receiver with the bonds . on redemption , the face value will be received , together with any unclaimed winnings . any winnings should be treated
NCTTI-0194	fair play	fair	play	1.8000	1.5133	fair play incorporates the concepts of friendship , respect for others and always playing in the right spirit .
NCTTI-0195	fairy tale	fairy	tale	2.4000	1.5133	i loved my father ' s old fairy tale books .
NCTTI-0196	fall guy	fall	guy	1.7000	1.5133	and though the chairman and chief executive have been the fall guys , much of the blame that has been placed upon them is a little unfair .
NCTTI-0197	fall guy	fall	guy	0.8000	1.5133	however , sadly and a bit arbitrarily , it seems tidal streams have now been selected as the fall guy .
NCTTI-0198	fall guy	fall	guy	2.0000	1.5133	alan johnson is the government ' s new fall guy for pensions - related incompetence .
NCTTI-0199	fashion plate	fashion	plate	0.5000	1.5133	9 ) . dr alice mackrell , a costume historian specializing in the history of fashion plates , is also the author of several books , including art and fashion ( isbn
NCTTI-0200	fashion plate	fashion	plate	1.0000	1.5133	th january 2005 - 9 th april 2005 at chertsey museum a group of exquisite fashion plates dating back to the 18 th century will be on display . these engraved images
NCTTI-0201	fashion plate	fashion	plate	0.6000	1.5133	frivolous royal leader and her belief in simplicity and demure elegance is echoed by the fashion plates of the day . gone were the flamboyant fashions of the mid - 1830 s with
NCTTI-0202	field work	field	work	3.0000	1.5133	the arbitrary removal of metal objects from the ground inevitably will jeopardise both present and future field work .
NCTTI-0203	field work	field	work	2.5000	1.5133	he spent time on the island carrying out field work for his book
NCTTI-0204	fine line	fine	line	2.0000	1.5133	particular aircraft . i also have to define the control surfaces , probably with ' fine line decals ' . the small size of my models means that some components have to
NCTTI-0205	fine line	fine	line	2.3000	1.5133	filter which reduces the moir effect you sometimes get when watching a picture that contains fine lines or patterns . exceptionally smooth images the acuity core brings other advantages . standard 100
NCTTI-0206	fine line	fine	line	2.2500	1.5133	it recently and have found it very useful for my work . it holds a fine line than other water - based resists i ' ve tried and does not break down with several applications
NCTTI-0207	firing line	firing	line	1.5000	1.5133	that are forced to be more responsible , because they are the ones in the firing line . ' if you are going to have a go at fast food , you
NCTTI-0208	firing line	firing	line	2.7000	1.5133	of these men who gave their lives . okay they were not on the front firing line but they risked their lives . never was so much owed to so few . .
NCTTI-0209	firing line	firing	line	0.5000	1.5133	"allcock and the managing director of atlantic global , eugene blaine . first into the firing line was mark , presenting "" adeo future directions "" . his objective , to provide"
NCTTI-0210	fish story	fish	story	2.1000	1.5133	i have a fish story to tell you .
NCTTI-0211	fish story	fish	story	2.0000	1.5133	my funny fish story is about my algae eater named vac - short for vaccuum cleaner .
NCTTI-0212	flea market	flea	market	0.6000	1.5133	commission on each listing and sale . some people view the site as an online flea market where supply and demand dictate prices . whatever you call it , ebay has built
NCTTI-0213	flea market	flea	market	0.6000	1.5133	yourself to find the item you took in the magic shop , perhaps at a flea market , in your grandmother ' s attic , or in an antique shop . acquire the
NCTTI-0214	flea market	flea	market	0.7000	1.5133	dizzyingly full of stuff - painted , papered , bejeweled or mosaiced - from fun flea market paintings and mismatched floral wallpapers to the neon - lit toy octopus funfair ride at the centre
NCTTI-0215	flower child	flower	child	1.0000	1.5133	in the sixties , one would have called her a flower child , in the sense that she does n ' t pursue life with a fixed agenda or timetable of ambitions .
NCTTI-0216	flower child	flower	child	0.7000	1.5133	i ' m a flower child , a simple person who wants to change the world , create a revolution , give flowers to people and stop the vietnam war .
NCTTI-0217	foot soldier	foot	soldier	1.3000	1.5133	"the role of the working class was not to be a foot soldier of the actions of a "" left - wing "" reforming government ."
NCTTI-0218	football season	football	season	3.8000	1.5133	every week of the football season there is always a top class football match to watch .
NCTTI-0219	football season	football	season	4.3000	1.5133	the group is constructing a new 60 , 000 capacity stadium with a planned opening for the start of the 2006 / 2007 football season .
NCTTI-0220	football season	football	season	4.5000	1.5133	the 2002 - 2003 football season promises to be fascinating for football fans based in birmingham .
NCTTI-0221	fresh water	fresh	water	4.0000	1.5133	finally , increased fresh water from melting glaciers and sea ice could alter ocean circulation patterns and destabilize regional climate patterns .
NCTTI-0222	fresh water	fresh	water	4.5000	1.5133	always make sure to provide plenty of fresh water for your kitty , and it does n ' t hurt to add water to wet food that your cat may be used to eating .
NCTTI-0223	Freudian slip	freudian	slip	2.6000	1.5133	well it wasn ' t a mistake or a freudian slip of the finger y ' see the senators site is also supposedly using unlicenced software !
NCTTI-0224	front man	front	man	2.2000	1.5133	john paul ii was an effective front man for the catholic church .
NCTTI-0225	front man	front	man	2.3000	1.5133	he couldn ' t play an instrument but was the perfect choice for a front man .
NCTTI-0226	front runner	front	runner	1.9100	1.5133	. on 11 october 2005 the first round of presidential elections were held . the front runner george weah led the field with 28 % followed by former world bank official ellen
NCTTI-0227	front runner	front	runner	1.8000	1.5133	an unsettled run of results and although they were never likely to be amongst the front runners this season it is something of a shock to see them hovering just above the
NCTTI-0228	front runner	front	runner	1.6400	1.5133	confirm the identity of the buyer , but kruidvat appears to have emerged as the front runner . top of the page call on lords to scrap clause 67 the association of
NCTTI-0229	game plan	game	plan	0.9000	1.5133	and doing showcases , i had lots of irons in the fire . the only game plan i had was when to finish university , which was when everyone else was getting
NCTTI-0230	game plan	game	plan	2.1000	1.5133	a replay would be required . one could be excused for wondering if nelson ' s game plan from the earliest stages had been to hope for a potentially lucrative replay and the
NCTTI-0231	game plan	game	plan	2.3800	1.5133	had requested that she do a cinderella party and was very pleased with all the game plans in line with the theme . i know that all the kids enjoyed themselves and
NCTTI-0232	ghost town	ghost	town	1.3000	1.5133	the town centre is now deserted - it ' s almost like a ghost town !
NCTTI-0233	ghost town	ghost	town	1.4000	1.5133	with the mines closing down in the early 1990 ' s it tumbled into the darkness of a small quiet ghost town .
NCTTI-0234	glass ceiling	glass	ceiling	2.0000	1.5133	women are continuing to slowly break through the glass ceiling of uk business and increase their company ' s profitability , according to new research .
NCTTI-0235	glass ceiling	glass	ceiling	0.3000	1.5133	"described as "" the woman who cracked the bbc ' s glass ceiling "" , she has recently published her autobiography under the title of woman of today ."
NCTTI-0236	glass ceiling	glass	ceiling	0.4000	1.5133	if a woman fails to get promoted , she ' s hit the ' glass ceiling ' .
NCTTI-0237	gold mine	gold	mine	0.9000	1.5133	gardeners watching gordon taylor and guy cooper in action is like stumbling across a tv gold mine ! apart from their instant star appeal , this is a funny and charming duo
NCTTI-0238	gold mine	gold	mine	3.8000	1.5133	demand for locomotives in south africa , which was extremely high at the time with gold mines being sunk in the free state gold field and the discovery of the evander gold
NCTTI-0239	gold mine	gold	mine	1.3600	1.5133	to optimise the potential of our combined uk dealer network , which is a true gold mine . european distribution is now centralised in lausanne and there are now one national import
NCTTI-0240	goose egg	goose	egg	0.8000	1.5133	and he has a black goose egg on his forehead .
NCTTI-0241	graduate student	graduate	student	4.0000	1.5133	as a dunn student , you also become a member of a wider community of graduate students on the hospital site . we ' ve recently begun to have closer contact with students
NCTTI-0242	graduate student	graduate	student	4.0900	1.5133	has concentrated on fish , conducted mainly by overseas scientists and latterly , by malawian graduate students ( dnpw , pers . comm . 1995 ) . conservation value lake malawi national park
NCTTI-0243	graduate student	graduate	student	4.7000	1.5133	draw to the attention of the mcr committee the welfare interests of graduate students , and the implications of its policies for welfare issues ; organise such events concerning
NCTTI-0244	grandfather clock	grandfather	clock	1.1000	1.5133	died . details of any special gifts you wish to make ( e . g . jewellery , grandfather clock etc . ) details of any legacies you wish to make ( e . g . ¬£ 500 to
NCTTI-0245	grandfather clock	grandfather	clock	1.1000	1.5133	wrapped up and in a box under a stone slab in the dairy . the grandfather clock fell to the floor . within a few days tarpaulin had been spread over the
NCTTI-0246	grandfather clock	grandfather	clock	1.2000	1.5133	a firm favourite , with english oak being among the most popular finishes . a grandfather clock is a classic heirloom , and decent working examples from the 17 th and 18
NCTTI-0247	grass root	grass	root	0.2000	1.5133	i have asked the arts council to develop strategies to recognise the importance of community , grass roots activity in developing the arts in wales .
NCTTI-0248	grass root	grass	root	0.3000	1.5133	if we define micro credit in literal sense of the term , it means a small amount sanctioned to poor at the grass root level irrespective of the geographical location
NCTTI-0249	grass root	grass	root	0.0000	1.5133	the welfare oriented transformation of the poor clients through micro finance calls for an appropriate tool for reflecting the reality of the life situation at grass root level .
NCTTI-0250	graveyard shift	graveyard	shift	1.3300	1.5133	in the meyrick suite , bic at 12 . 45 pm . hmm , that ' s the graveyard shift of conference week is n ' t it ? not at all - it ' s the fringe meeting so
NCTTI-0251	graveyard shift	graveyard	shift	1.7300	1.5133	, dads working two jobs , dead end jobs , labor workers , helpers , graveyard shift workers , long commuters , students and on and on and on . actually ,
NCTTI-0252	graveyard shift	graveyard	shift	1.0000	1.5133	0 pm slot to his lower profile life as a dj on radio norwich ' s graveyard shift . here is a selection of images of his flirtation with the 800 and
NCTTI-0253	gravy train	gravy	train	0.1000	1.5133	complains , and gains , most from taxes and government - from the federal government gravy train might provide the right with just the kind of crash course in addition and subtraction
NCTTI-0254	gravy train	gravy	train	0.0000	1.5133	' ( man , 30 - 45 , london ) , ' it ' s a gravy train . they ' ve all doubled their wages ' ( man , 30 - 45 ,
NCTTI-0255	gravy train	gravy	train	0.7300	1.5133	represented themhaving signed away their birthright so that they can join theirfellow politicians on the gravy train . for the uk the betrayal of the national interest by thesurrender of over a
NCTTI-0256	grey matter	grey	matter	1.3000	1.5133	give your grey matter the workout that it needs to stay sharp and focused .
NCTTI-0257	ground floor	ground	floor	3.7000	1.5133	eight , even the divers did n ' t get to see these floors . on the ground floor we were shown into one of the escape chambers , inside there was a red
NCTTI-0258	ground floor	ground	floor	4.1000	1.5133	our new flagship , setting the trends for university catering services is situated on the ground floor of the new building : food hall offers exciting , innovative dishes from around the
NCTTI-0259	ground floor	ground	floor	4.0900	1.5133	pillows and bed linen provided . cot available . bathrooms two : one on the ground floor and the other on the top floor . both have bath with electric shower over
NCTTI-0260	guilt trip	guilt	trip	2.1000	1.5133	self - discipline . food can also be about weight , and weight gain - an instant guilt trip for many women . some women live in areas , and on incomes , where
NCTTI-0261	guilt trip	guilt	trip	1.2500	1.5133	a new pair of jeans or a pretty skirt will end up in a major guilt trip if the money is not her own , hard - earned cash . what makes matters worse
NCTTI-0262	guilt trip	guilt	trip	1.0000	1.5133	not to be sniffed at - but beyond that , is this all just another guilt trip for harassed parents ? i have three small children and my youngest , who is
NCTTI-0263	guinea pig	guinea	pig	0.5000	1.5133	but ford has devised a test to prove them wrong - - and i agreed to play guinea pig .
NCTTI-0264	half sister	half	sister	2.9000	1.5133	he learns the truth , that his mistress is also his half sister .
NCTTI-0265	half wit	half	wit	2.1000	1.5133	brock brock , called half wit by the villagers , claims he is a herald .
NCTTI-0266	half wit	half	wit	1.1000	1.5133	it is an idea of half wits that scientists themselves must falsify their own ideas .
NCTTI-0267	hard drive	hard	drive	1.1000	1.5133	all these temporary files will slow down your computer , take up space on your hard drive ( memory ) .
NCTTI-0268	head hunter	head	hunter	1.1000	1.5133	for a head hunter , networking is all about visibility and profile .
NCTTI-0269	head teacher	head	teacher	1.8000	1.5133	"pupils to safeguard their reputation or position in school league tables . the association said head teachers had reduced their "" tolerance threshold "" for bad behaviour because competition for pupils and"
NCTTI-0270	head teacher	head	teacher	1.7000	1.5133	in primaries to teach mfl . it has resulted in a meeting being arranged for head teachers in colchester secondaries to discuss this with the director of languages at thomas lord audley
NCTTI-0271	head teacher	head	teacher	1.8000	1.5133	dover girls ' grammar school head teacher julia bell said this year ' s average point score was 26 , only 0 . 2 down
NCTTI-0272	health care	health	care	4.3000	1.5133	his interests are effectiveness of public health interventions and the measurement of health care performance , including alternative medicines .
NCTTI-0273	health care	health	care	4.3000	1.5133	trade unions have a clear role in the management of health and safety for health care workers and patients
NCTTI-0274	health care	health	care	4.3600	1.5133	members of the community usually come to the hospital for a course then return to provide basic health care services .
NCTTI-0275	health insurance	health	insurance	4.5000	1.5133	health insurance policy packages may soon offer vouchers for gym membership , protein supplements
NCTTI-0276	health insurance	health	insurance	4.7000	1.5133	nearly percent of . paid per individual the multivariate analysis the employees participated in . the health insurance affected by prwora made by workers increase let me . different mid atlantic medical services
NCTTI-0277	health insurance	health	insurance	4.8000	1.5133	most financial planners suggest making a health insurance plan to be the starting point of all financial plans . even before one starts investing towards one’s goals , getting an adequate plan to cover for oneself and family helps
NCTTI-0278	heavy cross	heavy	cross	0.5000	1.5133	having to pay back university top - up fees is a heavy cross to carry , especially for those graduates from less well - off homes .
NCTTI-0279	heavy cross	heavy	cross	0.5000	1.5133	her presentation gave the impression of being yet another masterclass on gold - plating regulations , and so creating more jobs for bureaucrats and a heavy cross for farmers to bear .
NCTTI-0280	high life	high	life	1.9100	1.5133	he was accused by the daily mirror of living the high life at the charity ' s expense .
NCTTI-0281	high life	high	life	2.7000	1.5133	i was now supposed to be one of the glamorous elite , cheerfully enjoying the ' high life ' .
NCTTI-0282	home run	home	run	1.6000	1.5133	ou can ' t hit a home run every time up at bat , but at least i want to show that i ' m trying my best .
NCTTI-0283	home run	home	run	2.2000	1.5133	the series showcased rookie willie mcgee hitting two home runs in game 3 , still tied as a record for rookies .
NCTTI-0284	home run	home	run	3.4000	1.5133	the star of olympic baseball has been orestes kindelan olivares who established a games record of nine home runs in nine games .
NCTTI-0285	honey trap	honey	trap	1.1000	1.5133	by planting a local weed ( napier grass ) , pests are lured away from the corn into a honey trap .
NCTTI-0286	honey trap	honey	trap	1.0000	1.5133	prices are what you would expect in a tourist honey trap .
NCTTI-0287	honey trap	honey	trap	1.3000	1.5133	the son of the cabinet minister was at the centre of a cannabis honey trap .
NCTTI-0288	human being	human	being	4.9000	1.5133	not only , got to be connected into things but also to be a decent human being ¬ö all that power can be corrupting . jc : the greatest strength of the
NCTTI-0289	human being	human	being	4.6000	1.5133	, there is no need to do so . you stand tall enough as a human being of unique qualities not to need to be seen as a saint . indeed to
NCTTI-0290	human being	human	being	4.3000	1.5133	' s critique of the goddess as a relational symbol in postmodern technological societies ¬ö how human beings relate to technology , a very processed form of nature ¬ö covent garden nature in
NCTTI-0291	incubation period	incubation	period	4.0000	1.5133	the incubation period , from exposure to the appearance of the rash , is usually 14 to 21 days .
NCTTI-0292	incubation period	incubation	period	3.5000	1.5133	the incubation period is approximately 3 - 10 days whilst the duration of illness can be longer .
NCTTI-0293	information age	information	age	4.0000	1.5133	computers are playing an ever increasing role in the delivery of education and training , and are indeed the nexus of the information age .
NCTTI-0294	information age	information	age	3.7000	1.5133	how to operate in a world characterized by information age technology , rapid change , deepening global linkages , and the continuous unbundling of value chains .
NCTTI-0295	information age	information	age	3.6000	1.5133	i said that the new information age economy would need not less but more competition .
NCTTI-0296	injury time	injury	time	4.3600	1.5133	sam was replaced in injury time having just missed a try scoring opportunity .
NCTTI-0297	injury time	injury	time	3.7000	1.5133	the final play of the match came in injury time as rangers kept the ball in the falkirk half .
NCTTI-0298	injury time	injury	time	3.4300	1.5133	he mysteriously awarded the visitors a free kick , and then an undeserved corner , in injury time .
NCTTI-0299	inner product	inner	product	1.9300	1.5133	you can use the product global function to do matrix - matrix inner product multiplication .
NCTTI-0300	inner product	inner	product	1.8000	1.5133	in particular , note that operator * = does element - by - element multiplication , not inner product style matrix multiplication .
NCTTI-0301	insane asylum	insane	asylum	4.4000	1.5133	her half - sister was an inmate of an insane asylum .
NCTTI-0302	insane asylum	insane	asylum	4.1000	1.5133	this often involved undercover work and feigned insanity to get into the insane asylum on blackwell ' s island .
NCTTI-0303	interest rate	interest	rate	3.5000	1.5133	7 times your salary works very well if coupled with rising property prices and low interest rates but think carefully about what may happen to your personal financial commitments should that trend
NCTTI-0304	interest rate	interest	rate	3.3000	1.5133	as well as having to pay pensions for longer , the current climate of low interest rates adds to the expense of purchasing an annuity . pension funds are having to set
NCTTI-0305	interest rate	interest	rate	4.2700	1.5133	average practice output : + sales revenue : + rate of return to training / interest rate same as above desired investment in physical capital same as above a function of :
NCTTI-0306	iron collar	iron	collar	3.1000	1.5133	the remains of an iron ring to which a chain and iron collar would have been attached .
NCTTI-0307	ivory tower	ivory	tower	0.3300	1.5133	". "" to get two letters passing it further down the line underlines the rather ivory tower approach by senior officers . "" yesterday , a police spokesman said : "" bedfordshire"
NCTTI-0308	ivory tower	ivory	tower	0.5000	1.5133	recently the globalization adversaries emerged ; the experts at the universities had to abandon their ivory towers and present their research at the market place in order to rebuild public confidence .
NCTTI-0309	ivory tower	ivory	tower	0.5000	1.5133	may seem to be with this exhibition a case of moving art out of one ivory tower ( namely the gallery ) into another ( the theatre ) , i for one
NCTTI-0310	jet lag	jet	lag	2.6000	1.5133	this is similar to jet lag , where rapid travel between time zones means that you find yourself awake when everybody else is asleep
NCTTI-0311	job fair	job	fair	3.7000	1.5133	update your cv and visit plenty of career fairs , brush up on your interview techniques , ensure you dry - clean your best , plain suit in advance of any job fairs .
NCTTI-0312	job fair	job	fair	3.1000	1.5133	summer placements are encouraged and can be found , along with permanent jobs , through the laboratory supporters club annual job fair .
NCTTI-0313	kangaroo court	kangaroo	court	0.4000	1.5133	shall not yield in our quest for justice and we shall refuse to acknowledge the kangaroo courts which will facilitate this farce of amnesty . rest assured we shall fight ever avenue
NCTTI-0314	kangaroo court	kangaroo	court	0.6000	1.5133	, the trial would seem to the world to be as unfair as saddam ' s kangaroo courts . that is not to say american justice is unfair . in fact , the
NCTTI-0315	kangaroo court	kangaroo	court	0.7300	1.5133	¬ó including the despicable st ¬∏ rmer . to hitler the trial smacked of a kangaroo court , and he told other party leaders like ley that he felt an injustice had
NCTTI-0316	labour union	labour	union	4.2000	1.5133	that same year the first campesino labour union was formed .
NCTTI-0317	labour union	labour	union	4.0800	1.5133	they set up a successful communist labour union in france right after the war .
NCTTI-0318	labour union	labour	union	4.5000	1.5133	about two years ago , a labour union tried to organize the workers , but the workers refused .
NCTTI-0319	law firm	law	firm	4.8000	1.5133	and israel . since the 60 s , clintons , as one of the leading law firms in the music industry , has represented artists in the pop , rock and classical
NCTTI-0320	law firm	law	firm	3.7000	1.5133	the chair of lawyers for change and a partner at kaltons llp , a commercial law firm specialising in technology and innovations . what i do is bring people together and help
NCTTI-0321	law firm	law	firm	3.6000	1.5133	duty by debenture , and so they go away for holland . ¬î south west law firm foot anstey ' s continued expansion means a second office in taunton at the quad 3000
NCTTI-0322	leap year	leap	year	3.0000	1.5133	it comprises 12 months of 30 days , plus 5 days ( 6 in a leap year ) ; each month has 3 decades of 10 days .
NCTTI-0323	life vest	life	vest	3.8000	1.5133	in this way , the vest resembles a typical ' life vest ' used by boaters .
NCTTI-0324	life vest	life	vest	3.5000	1.5133	the life vest under your seat , with built - in whistle and flashlight , is next to useless .
NCTTI-0325	lime tree	lime	tree	3.9000	1.5133	they posted the letter , which begins ' dear the tree ' , on the lime tree ' s trunk .
NCTTI-0326	lime tree	lime	tree	3.7000	1.5133	and the lime tree , lovely and tall , every leaf silent hardly looses even a last breath of perfume .
NCTTI-0327	lip service	lip	service	1.0800	1.5133	". "" when we advocate sustainable development of air transport , we are not paying lip service to the environment , rather we are calling for a comprehensive set of measures to"
NCTTI-0328	lip service	lip	service	1.2000	1.5133	of course , the same in this country . the tory right has also paid lip service to morality and not delivered . nor are things better now under the democratic left
NCTTI-0329	lip service	lip	service	0.8000	1.5133	the separation was a polite fiction , the financial houses at least had to pay lip service to the notion . when morgan stanley spurned quattrone ' s attempt to bring research under
NCTTI-0330	loose woman	loose	woman	1.6000	1.5133	if you are a female musician in zimbabwe you are seen as a kind of loose woman .
NCTTI-0331	lotus position	lotus	position	2.1800	1.5133	them as they go . they might tuck their legs under their groin in a lotus position , increasing their flexibility and movement of limbs and help them to release their stiffness
NCTTI-0332	lotus position	lotus	position	1.5000	1.5133	ni√°nn hold forth from a large cushion bedecked with flowers , sitting gurulike in the lotus position - - as well as a strong environmental ethic . threaded through all this is dissatisfaction
NCTTI-0333	lotus position	lotus	position	2.5000	1.5133	the floor so we decided that two older ladies trying to get up from the lotus position on the ground would more than likely demolish the teepee and thought we ' d give
NCTTI-0334	love song	love	song	4.5000	1.5133	the romance in moulin rouge breathes thanks to the love songs that his protagonists sing .
NCTTI-0335	love song	love	song	4.6000	1.5133	i know but this is a love song you could really dance to .
NCTTI-0336	low profile	low	profile	2.3600	1.5133	i ' ve written the guestbook myself in asp and it was the shock that someone was targeting my low profile site which i found a bit creepy .
NCTTI-0337	low profile	low	profile	2.2000	1.5133	some 7 , 000 police officers were on call but security forces kept a low profile along the rally ' s route .
NCTTI-0338	mail service	mail	service	4.7000	1.5133	a more recent development is the web - based mail service , such as hotmail , yahoo mail , and others .
NCTTI-0339	mailing list	mailing	list	4.5000	1.5133	. for the keen , it has more information about the commands used by the mailing list software . if your confirmation e - mail went through successfully , you will be sent an
NCTTI-0340	mailing list	mailing	list	3.7000	1.5133	uk . further information is available by calling 0 1626 835055 . more join our mailing list to receive regular updates on the latest financial , tax and business issues . tuesday
NCTTI-0341	mailing list	mailing	list	4.0000	1.5133	management ( crm ) support services including ; database profiling , data mining , prospect mailing lists , direct marketing , data warehousing , data processing , data cleansing , suppression and
NCTTI-0342	market place	market	place	2.9000	1.5133	my client is one of the most recognised brands in the financial services market place .
NCTTI-0343	medical procedure	medical	procedure	5.0000	1.5133	accidental exposures in radiotherapy continue to occur ; radiation injuries continue to be caused in interventional medical procedures .
NCTTI-0344	melting pot	melting	pot	0.5000	1.5133	ranging from irish folk to music from asia minor ; zuba - providing a global melting pot of world beat flavours , afro beat influences and traditional folk - based lyrical tales ; barrioviejo
NCTTI-0345	melting pot	melting	pot	0.4000	1.5133	, coptic and eastern traditions to create a sublimely unified artistic vision of the cultural melting pot of northumbria in the seventh and eighth centuries . the lindisfarne gospels , and others
NCTTI-0346	melting pot	melting	pot	0.3000	1.5133	heights affair ' s ' dancin ' ' . yet its heyday was down with the epochal melting pot of punk / funk / art / jazz / dub / disco , and pat
NCTTI-0347	memory lane	memory	lane	1.7000	1.5133	"sussex county council ' s children ' s services as "" excel more ¬ª trip down memory lane from the early 1940 ' s when beaches were a heavily defended no go area ,"
NCTTI-0348	memory lane	memory	lane	1.7000	1.5133	80 . this is a droll website . it really is a walk down the memory lane of dis - functional , bitter failures . are we all growing old dis - gracefully with the punk
NCTTI-0349	memory lane	memory	lane	2.2000	1.5133	behind a hotel . the station hotel if i remember correctly . great trip down memory lane with the virtual tour . posted by dave at 0 5 / 0 8 /
NCTTI-0350	middle school	middle	school	4.0000	1.5133	by interacting with american inventors and entrepreneurs , middle school students learn firsthand about history , technology , and science .
NCTTI-0351	monkey business	monkey	business	0.1000	1.5133	"the lessons . ' in o ' brien ' s case the prosecutor said "" clearly monkey business "" had occurred with police notes . in interrogation i was offered ¬£ 10 , 000 to"
NCTTI-0352	monkey business	monkey	business	0.6000	1.5133	. architecturally magnificent , it is as clean as a whistle , and absolutely no monkey business goes on . what ' s more , the entire 16 stages of the treatment are
NCTTI-0353	monkey business	monkey	business	0.0000	1.5133	lenses and filters . but if they√ø¬æ ¬¥ re not honests sooner or later their monkey business is gonna stop . thankx to you all ! ! ! ! reply from ian date 22 /
NCTTI-0354	mother tongue	mother	tongue	1.4000	1.5133	all translators ranslate into mother tongue and live in - country .
NCTTI-0355	music journalist	music	journalist	4.3000	1.5133	other guest speakers include music journalist and radio presenter steve lamacq , music industry lawyer helen searle , whose clients include jamiroquai and moby .
NCTTI-0356	nest egg	nest	egg	0.8000	1.5133	allowing younger workers to save some of their taxes in a personal account√ç - - a nest egg you can call your own , and government can never take away . in all
NCTTI-0357	nest egg	nest	egg	0.5000	1.5133	would be better off with no insurance and using the money saved to build a nest egg to see them through lean times or pay off their debt . for many customers
NCTTI-0358	nest egg	nest	egg	0.3000	1.5133	700 million savings scheme being piloted by the government to help people build up a nest egg . under the ¬ì saving gateway ¬î project , families with an income of less
NCTTI-0359	net income	net	income	3.5000	1.5133	the record company posted a net income of $ 178 million on sales .
NCTTI-0360	net income	net	income	3.3000	1.5133	net income dropped 40 percent to $ 153 . 4 million due to costs to expense stock options .
NCTTI-0361	night owl	night	owl	1.0000	1.5133	constant battle for us , as he is a morning person & i am a night owl , so i find that going to sleep at 9 . 30 really cuts out the best
NCTTI-0362	night owl	night	owl	1.2000	1.5133	usually spend the night watching movies or searching for visual imagery . i ' m a night owl , and seldom go to bed before midnight . what is the morriswhat is the
NCTTI-0363	night owl	night	owl	1.2000	1.5133	will be most focused on your studies . are you a morning person or a night owl ? do you concentrate best after a cup of coffee or after lunch ? once
NCTTI-0364	noble gas	noble	gas	2.5000	1.5133	other elements in the periodic table react with other elements to gain the ' more stable ' noble gas configuration .
NCTTI-0365	noise complaint	noise	complaint	4.7300	1.5133	some of the noise complaints i get relate to incoming planes .
NCTTI-0366	noise complaint	noise	complaint	4.9000	1.5133	the council ' s noise service investigate a wide range of noise complaints from a variety of sources .
NCTTI-0367	number crunching	number	crunching	1.5000	1.5133	for developing speaking and listening skills ! and then there are those who enjoy the number crunching . kieran and joe in miss moran ' s class ensure that our score boards are
NCTTI-0368	number crunching	number	crunching	1.8000	1.5133	: 30 . trying to do dfs at that time of day after all the number crunching you ' ve already had , just was n ' t for me i ' m afraid , but
NCTTI-0369	number crunching	number	crunching	1.6000	1.5133	a large chunk of club funds . prepare properly and get professional help with the number crunching and you may be pleasantly surprised by the reaction from the management team . of
NCTTI-0370	nut case	nut	case	0.2500	1.5133	just between you and me he ' s a bit of a nut case .
NCTTI-0371	nut case	nut	case	0.5000	1.5133	okay , i get the jersey attitude and the fact that abruzzi is a nut case .
NCTTI-0372	old flame	old	flame	0.9100	1.5133	she is an old flame of steve ' s , so he invites her to lunch .
NCTTI-0373	old hat	old	hat	0.3000	1.5133	i think perhaps that zap - it - up games are becoming a little bit old hat .
NCTTI-0374	old hat	old	hat	0.3000	1.5133	the trouble is that our citizens take all that for granted - it ' s all old hat .
NCTTI-0375	old hat	old	hat	0.8000	1.5133	this may be old hat in most of the world , but in iraq it ' s virtually a revolution .
NCTTI-0376	old timer	old	timer	0.4000	1.5133	a handicap system means that any new player can successfully challenge the old timers .
NCTTI-0377	old timer	old	timer	0.7000	1.5133	i suppose newcomers to the groups probably think us old timers are hard - hearted and uncaring .
NCTTI-0378	old timer	old	timer	1.0000	1.5133	if you ' re an old timer , you might remember some of these events , perhaps in their european parallels .
NCTTI-0379	pain killer	pain	killer	3.2000	1.5133	there may be symptoms such as bleeding or persistent pain not relieved by simple pain killers .
NCTTI-0380	pain killer	pain	killer	1.6400	1.5133	rheumatoid arthritis should be treated by a doctor who would start with anti - inflammatory pain killers such as ibuprofen .
NCTTI-0381	panda car	panda	car	1.4000	1.5133	night at 11 . 00 p . m . some two years earlier he had followed a cyclist in his panda car from the village , hoping that the man would realise he had failed to switch
NCTTI-0382	panda car	panda	car	0.7000	1.5133	alarms . the second is the provision of a comprehensive vehicle installation service ranging from panda cars to motorcycles . the last two units also install , repair and maintain communications equipment
NCTTI-0383	panda car	panda	car	1.5000	1.5133	staffordshire . logopolis & logo police . not the badge on the side of a panda car - dr who went to the former , the latter practise logography . m moat
NCTTI-0384	parking lot	parking	lot	4.4000	1.5133	shopping , the first thing to remember is that you should not park in the parking lot and walk to the mall buildings , because you will probably get killed . instead
NCTTI-0385	parking lot	parking	lot	4.4000	1.5133	motorists are asked to avoid parking in isolated or darkened areas of camping sites or parking lots . tourists are advised to conceal bags and purses even when driving , and to
